,clid,hhid,qb01,qb02,qb03,qb04,qb05,qb06,qb07_1,qb07_2,qb07_3,qb07_4,qb07_5,qb07_6,qb08_1,qb08_2,qb08_3,qb08_4,qb08_5,qb08_6
1272,759.0,4.0,104,Succession and inheritance (in,Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,P,None,0.0,D,National Government,1000.0,,0.0,
1273,759.0,10.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Proximity/location,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,P,None,0.0,D,National Government,0.0,,0.0,
1274,760.0,2.0,108,Disputes over personal propert,Yes,None,,,,,,,,,,,,,,
1275,760.0,4.0,103,Family matters (divorce; pater,Yes,Member of parliament,Other (specify),"No, the matter is still pending",H,Mp (National Assembly/Senate),20000.0,M,Courts,40000.0,X,Other (Specify),,,0.0,
1276,760.0,7.0,108,Disputes over personal propert,Yes,None,,,,,,,,,,,,,,
1277,762.0,4.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has community/family respect,"No, the matter is still pending",M,Courts,10000.0,,0.0,,D,National Government,0.0,,0.0,
1278,762.0,5.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"No, the matter is still pending",D,Chief/Assistant Chief,0.0,,0.0,,D,National Government,150000.0,,0.0,
1279,764.0,1.0,105,"Criminal matters (murder,sexua",Yes,Police,Other (specify),"Yes, and the matter is resolved",L,Police,0.0,,0.0,,H,Police,500.0,,0.0,
1280,764.0,6.0,108,Disputes over personal propert,Yes,Courts,Party has the power/authority,"Yes, and the matter is resolved",M,Courts,0.0,,0.0,,I,Courts,3000.0,,0.0,
1281,764.0,10.0,103,Family matters (divorce; pater,Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,,0.0,,D,National Government,1200.0,,0.0,
1282,765.0,8.0,110,Labour (employee/employer disp,Yes,Directly to the other party,Tradition,"No, they could not help us with the dispute",A,Directly To The Other Party,5000.0,P,None,,A,Directly To The Other Party,5000.0,,0.0,
1283,766.0,4.0,103,Family matters (divorce; pater,Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,2500.0,P,None,0.0,,0.0,0.0,,0.0,0.0
1284,766.0,5.0,102,"Commercial (unpaid debts, unde",Yes,Other (specify),Party has community/family respect,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
1285,773.0,2.0,105,"Criminal matters (murder,sexua",Yes,Chief/ Assistant Chief,Party has technical skill,"Yes, and the matter is resolved",D,Chief/Assistant Chief,750.0,,0.0,,X,Other (Specify),,,0.0,
1286,773.0,3.0,105,"Criminal matters (murder,sexua",Yes,Directly to the other party,Party has technical skill,"Yes, and the matter is resolved",P,None,,,0.0,,X,Other (Specify),,,0.0,
1287,773.0,4.0,101,"Land (squatters, allocation, t",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",L,Police,3000.0,,0.0,,X,Other (Specify),,,0.0,
1288,775.0,5.0,101,"Land (squatters, allocation, t",Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,I,Member Of County Assembly (Mca),0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1289,777.0,2.0,105,"Criminal matters (murder,sexua",Yes,Chief/ Assistant Chief,Party has the power/authority,"No, they could not help us with the dispute",D,Chief/Assistant Chief,500.0,P,None,0.0,,0.0,0.0,,0.0,0.0
1290,777.0,5.0,102,"Commercial (unpaid debts, unde",Yes,Police,Party has the power/authority,"No, they could not help us with the dispute",L,Police,3000.0,P,None,0.0,H,Police,4500.0,,0.0,0.0
1291,777.0,7.0,105,"Criminal matters (murder,sexua",Yes,Police,Would cause least disruption to life,"No, they could not help us with the dispute",P,None,0.0,,0.0,0.0,C,Traditional Leader/Elder,500.0,,0.0,0.0
1292,778.0,8.0,101,"Land (squatters, allocation, t",Yes,Traditional leader/elder,Most comfortable with this person,"Yes, and the matter is resolved",G,Traditional Leader/Elder,500.0,P,None,0.0,C,Traditional Leader/Elder,0.0,,0.0,
1293,778.0,9.0,108,Disputes over personal propert,Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",L,Police,300.0,P,None,,H,Police,0.0,,0.0,
1294,782.0,4.0,101,"Land (squatters, allocation, t",Yes,Police,Party has the power/authority,"No, they could not help us with the dispute",M,Courts,75000.0,K,Lawyer,30000.0,H,Police,15000.0,,0.0,
1295,782.0,10.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",L,Police,200.0,I,Member Of County Assembly (Mca),0.0,,0.0,,,0.0,
1296,783.0,1.0,106,Natural resources (communal gr,Yes,Directly to the other party,Would cause least disruption to life,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1297,783.0,1.0,110,Labour (employee/employer disp,Yes,Directly to the other party,Cost,"No, the matter is still pending",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1298,783.0,1.0,112,Religious/Witchcraft offenses,Yes,Traditional leader/elder,Tradition,"Yes, and the matter is resolved",G,Traditional Leader/Elder,50.0,P,None,0.0,C,Traditional Leader/Elder,0.0,,0.0,0.0
1299,783.0,2.0,109,"Domestic violence (sexual, phy",Yes,Directly to the other party,Would cause least disruption to life,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1300,783.0,3.0,108,Disputes over personal propert,Yes,Directly to the other party,Party has community/family respect,"No, the matter is still pending",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1301,783.0,3.0,109,"Domestic violence (sexual, phy",Yes,Extended family members (outside the household),Party has community/family respect,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),0.0,P,None,0.0,B,Extended Family Member,0.0,,0.0,0.0
1302,783.0,3.0,110,Labour (employee/employer disp,Yes,Traditional leader/elder,Cost,"No, the matter is still pending",G,Traditional Leader/Elder,0.0,P,None,0.0,C,Traditional Leader/Elder,0.0,,0.0,0.0
1303,783.0,4.0,105,"Criminal matters (murder,sexua",Yes,Extended family members (outside the household),Cost,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),0.0,P,None,0.0,B,Extended Family Member,0.0,,0.0,0.0
1304,783.0,4.0,108,Disputes over personal propert,Yes,Extended family members (outside the household),Party has community/family respect,"No, the matter is still pending",B,Extended Family Members (Outside The Household),0.0,P,None,0.0,B,Extended Family Member,0.0,,0.0,0.0
1305,783.0,4.0,109,"Domestic violence (sexual, phy",Yes,Extended family members (outside the household),Tradition,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),0.0,P,None,0.0,B,Extended Family Member,0.0,,0.0,0.0
1306,783.0,4.0,110,Labour (employee/employer disp,Yes,Directly to the other party,Cost,"No, the matter is still pending",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1307,783.0,5.0,110,Labour (employee/employer disp,Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1308,783.0,5.0,112,Religious/Witchcraft offenses,Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1309,783.0,6.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Party has community/family respect,"No, the matter is still pending",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1310,783.0,6.0,104,Succession and inheritance (in,Yes,Directly to the other party,Party has community/family respect,"No, the matter is still pending",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1311,783.0,6.0,107,Tenants vs. Landlords,Yes,Directly to the other party,Cost,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1312,783.0,8.0,101,"Land (squatters, allocation, t",Yes,Traditional leader/elder,Tradition,"Yes, and the matter is resolved",G,Traditional Leader/Elder,250.0,P,None,0.0,C,Traditional Leader/Elder,0.0,,0.0,0.0
1313,783.0,8.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Cost,"No, the matter is still pending",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1314,783.0,8.0,108,Disputes over personal propert,Yes,Directly to the other party,Would cause least disruption to life,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1315,783.0,8.0,112,Religious/Witchcraft offenses,Yes,Extended family members (outside the household),Tradition,"No, the matter is still pending",B,Extended Family Members (Outside The Household),0.0,P,None,0.0,B,Extended Family Member,0.0,,0.0,0.0
1316,783.0,10.0,108,Disputes over personal propert,Yes,Directly to the other party,Would cause least disruption to life,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1317,783.0,10.0,109,"Domestic violence (sexual, phy",Yes,Directly to the other party,Would cause least disruption to life,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1318,783.0,10.0,112,Religious/Witchcraft offenses,Yes,Directly to the other party,Proximity/location,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1319,784.0,6.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has technical skill,"No, the matter is still pending",M,Courts,20000.0,,0.0,,,0.0,,,0.0,
1320,785.0,1.0,102,"Commercial (unpaid debts, unde",Yes,Police,Party has technical skill,"Yes, and the matter is resolved",L,Police,200.0,,0.0,,X,Other (Specify),,,0.0,
1321,785.0,2.0,105,"Criminal matters (murder,sexua",Yes,Courts,Party has technical skill,"No, the matter is still pending",M,Courts,0.0,,0.0,,I,Courts,0.0,,0.0,
1322,785.0,3.0,101,"Land (squatters, allocation, t",Yes,Traditional leader/elder,Party has technical skill,"Yes, and the matter is resolved",G,Traditional Leader/Elder,0.0,,0.0,,,0.0,,,0.0,
1323,786.0,2.0,106,Natural resources (communal gr,Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",G,Traditional Leader/Elder,300.0,A,Directly To The Other Party,300.0,A,Directly To The Other Party,0.0,C,Traditional Leader/Elder,0.0
1324,787.0,2.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has the power/authority,"No, the matter is still pending",L,Police,2000.0,,0.0,,I,Courts,500.0,,0.0,
1325,788.0,1.0,101,"Land (squatters, allocation, t",Yes,National government official,Party has the power/authority,"No, the matter is still pending",M,Courts,21000.0,K,Lawyer,50000.0,H,Police,8000.0,I,Courts,5500.0
1326,788.0,2.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",P,None,,,0.0,,X,Other (Specify),,,0.0,
1327,790.0,6.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",A,Directly To The Other Party,20000.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1328,790.0,6.0,104,Succession and inheritance (in,Yes,Extended family members (outside the household),Tradition,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),0.0,P,None,,B,Extended Family Member,0.0,,0.0,0.0
1329,790.0,6.0,108,Disputes over personal propert,Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1330,790.0,6.0,110,Labour (employee/employer disp,Yes,Directly to the other party,Party has community/family respect,"No, the matter is still pending",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1331,790.0,7.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
1332,791.0,2.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,300.0,P,None,0.0,D,National Government,300.0,,0.0,
1333,791.0,2.0,112,Religious/Witchcraft offenses,Yes,Religious institution/religious leader,Party has technical skill,"Yes, and the matter is resolved",C,Religious Institution/Religious Leader,0.0,P,None,0.0,C,Traditional Leader/Elder,0.0,,0.0,
1334,792.0,2.0,112,Religious/Witchcraft offenses,Yes,Lawyer,Party has community/family respect,"Yes, and the matter is resolved",K,Lawyer,70000.0,,0.0,,J,Lawyer,0.0,,0.0,
1335,792.0,3.0,106,Natural resources (communal gr,Yes,Police,Party has community/family respect,"Yes, and the matter is resolved",L,Police,5000.0,,0.0,,H,Police,0.0,,0.0,
1336,792.0,4.0,103,Family matters (divorce; pater,Yes,Lawyer,Party has technical skill,"No, the matter is still pending",K,Lawyer,80000.0,,0.0,,J,Lawyer,0.0,,0.0,
1337,792.0,9.0,105,"Criminal matters (murder,sexua",Yes,Courts,Party has community/family respect,"Yes, and the matter is resolved",M,Courts,30000.0,,0.0,,I,Courts,0.0,,0.0,
1338,793.0,2.0,109,"Domestic violence (sexual, phy",Yes,None,,,,,,,,,,,,,,
1339,793.0,5.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has technical skill,"No, the matter is still pending",L,Police,2000.0,,0.0,,H,Police,500.0,,0.0,
1340,793.0,7.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,4000.0,,0.0,,D,National Government,1000.0,,0.0,
1341,793.0,7.0,102,"Commercial (unpaid debts, unde",Yes,Friend,Cost,"Yes, and the matter is resolved",N,Friend,0.0,,0.0,,X,Other (Specify),0.0,,0.0,
1342,796.0,8.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has the power/authority,"No, the matter is still pending",M,Courts,40000.0,,0.0,,I,Courts,0.0,,0.0,
1343,797.0,6.0,109,"Domestic violence (sexual, phy",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",L,Police,3000.0,,0.0,,,0.0,,,0.0,
1344,798.0,6.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has the power/authority,"No, the matter is still pending",D,Chief/Assistant Chief,0.0,G,Traditional Leader/Elder,0.0,D,National Government,0.0,C,Traditional Leader/Elder,0.0
1345,799.0,4.0,102,"Commercial (unpaid debts, unde",Yes,Religious institution/religious leader,Party has community/family respect,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,C,Traditional Leader/Elder,0.0,,0.0,0.0
1346,800.0,5.0,101,"Land (squatters, allocation, t",Yes,None,,,,,,,,,,,,,,
1347,800.0,5.0,110,Labour (employee/employer disp,Yes,None,,,,,,,,,,,,,,
1348,800.0,6.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Tradition,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),500.0,D,Chief/Assistant Chief,0.0,B,Extended Family Member,0.0,D,National Government,0.0
1349,800.0,7.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"No, the matter is still pending",D,Chief/Assistant Chief,0.0,F,County Government Official,0.0,X,Other (Specify),0.0,,0.0,
1350,802.0,7.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Would cause least disruption to life,"No, they could not help us with the dispute",D,Chief/Assistant Chief,3000.0,,0.0,,,0.0,,,0.0,
1351,802.0,9.0,105,"Criminal matters (murder,sexua",Yes,Courts,Party has the power/authority,"Yes, and the matter is resolved",K,Lawyer,50000.0,,0.0,,,0.0,,,0.0,
1352,804.0,2.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has the power/authority,"No, the matter is still pending",D,Chief/Assistant Chief,4200.0,P,None,0.0,D,National Government,0.0,,0.0,
1353,804.0,6.0,108,Disputes over personal propert,Yes,Chief/ Assistant Chief,Proximity/location,"No, they could not help us with the dispute",D,Chief/Assistant Chief,0.0,P,None,0.0,D,National Government,0.0,,0.0,
1354,804.0,7.0,107,Tenants vs. Landlords,Yes,Chief/ Assistant Chief,Party has the power/authority,"No, they could not help us with the dispute",D,Chief/Assistant Chief,0.0,L,Police,0.0,D,National Government,0.0,,0.0,
1355,804.0,8.0,103,Family matters (divorce; pater,Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",L,Police,0.0,P,None,0.0,H,Police,0.0,,0.0,
1356,805.0,7.0,101,"Land (squatters, allocation, t",Yes,Extended family members (outside the household),Would cause least disruption to life,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),0.0,P,None,,B,Extended Family Member,0.0,,0.0,
1357,805.0,7.0,110,Labour (employee/employer disp,Yes,None,,,,,,,,,,,,,,
1358,805.0,8.0,102,"Commercial (unpaid debts, unde",Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",,0.0,0.0,P,None,0.0,,0.0,0.0,,0.0,0.0
1359,805.0,9.0,103,Family matters (divorce; pater,Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",,0.0,0.0,P,None,0.0,C,Traditional Leader/Elder,200.0,,0.0,0.0
1360,805.0,10.0,102,"Commercial (unpaid debts, unde",Yes,Chief/ Assistant Chief,Party has community/family respect,"No, the matter is still pending",D,Chief/Assistant Chief,0.0,,0.0,0.0,D,National Government,1000.0,,0.0,0.0
1361,805.0,10.0,104,Succession and inheritance (in,Yes,Chief/ Assistant Chief,Party has community/family respect,"No, the matter is still pending",D,Chief/Assistant Chief,0.0,,0.0,0.0,D,National Government,0.0,,0.0,0.0
