,clid,hhid,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10_m,r10_y,r11,r12,r13
2763,602.0,9.0,Yes,Yes,1.0,BANK LOAN,1.0, Commercial Banks  ,Medical Expense   ,100000.0,180.0,0.0,3.3,36.0,80000.0,Land Title  
2764,602.0,10.0,Yes,Yes,1.0,SOCIAL HEALTH GROUP LOAN,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,100000.0,14.0,0.0,8.0,18.0,19000.0,Motor Vehicle/Cycle 
2765,603.0,4.0,Yes,No,,,,,,,,,,,,
2766,603.0,5.0,Yes,No,,,,,,,,,,,,
2767,604.0,2.0,Yes,Yes,1.0,WHEAT FLOWER,1.0, Merchant/Shop  ,Subsistence Needs  ,50.0,0.0,0.0,0.0,0.0,0.0,Income 
2768,604.0,2.0,Yes,Yes,2.0,RICE,1.0, Merchant/Shop  ,Subsistence Needs  ,100.0,0.0,0.0,0.0,0.0,0.0,Income 
2769,604.0,3.0,Yes,Yes,1.0,CASH,2.0, Merchant/Shop  ,Purchase of Motor Vehicles/Cycles  ,5000.0,0.0,0.0,0.0,3.0,2000.0,Income 
2770,605.0,2.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,20000.0,7.0,10.0,,6.0,18000.0,Shares  
2771,605.0,2.0,Yes,Yes,2.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,4000.0,7.0,10.0,,2.0,4000.0,Shares  
2772,605.0,5.0,Yes,Yes,1.0,AGRICULTURAL LOAN,1.0, Relative/ Friend/Neighbour  ,Other  ,20000.0,1.0,0.0,0.0,0.0,20000.0,None 
2773,605.0,10.0,Yes,Yes,1.0,MICROFINANCE LOAN,1.0, Micro-Finance Inst  ,Subsistence Needs  ,30000.0,7.0,20.0,,12.0,12200.0,Shares  
2774,606.0,7.0,Yes,Yes,1.0,MONEY,1.0, Relative/ Friend/Neighbour  ,Medical Expense   ,4000.0,1.0,0.0,0.0,2.0,0.0,None 
2775,607.0,6.0,Yes,Yes,1.0,FOOD STUFF,1.0, Merchant/Shop  ,Subsistence Needs  ,2500.0,0.0,0.0,0.0,0.0,1500.0,None 
2776,607.0,7.0,Yes,Yes,1.0,FOOD STUFF,1.0, Merchant/Shop  ,Subsistence Needs  ,2000.0,0.0,0.0,0.0,0.0,1000.0,None 
2777,610.0,7.0,Yes,Yes,1.0,CASH,1.0, Commercial Banks  ,Purchase of Land  ,1000000.0,7.0,0.0,16.0,60.0,680000.0,Salary 
2778,611.0,8.0,Yes,Yes,1.0,BANK LOAN,1.0, Commercial Banks  ,Purchase of Land  ,400000.0,14.0,,23.0,24.0,320000.0,Individual/Guarantor  
2779,611.0,9.0,Yes,Yes,1.0,YEHU MICROFINANCE,1.0, Micro-Finance Inst  ,School Fees (Education)  ,20000.0,14.0,,5.0,12.0,3600.0,Individual/Guarantor  
2780,612.0,2.0,Yes,Yes,1.0,SCHOOL FEES,1.0, Saccos  ,School Fees (Education)  ,40000.0,30.0,2.5,,12.0,20000.0,Individual/Guarantor  
2781,612.0,2.0,Yes,Yes,2.0,SUBSISTENCE NEEDS,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,10000.0,30.0,1.0,,12.0,11000.0,Individual/Guarantor  
2782,612.0,3.0,Yes,Yes,1.0,BUSSINESS,1.0, Relative/ Friend/Neighbour  ,Business/Investment   ,10000.0,7.0,,5.0,3.0,0.0,Individual/Guarantor  
2783,612.0,4.0,Yes,Yes,1.0,SUBSISTENCE NEEDS,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,5000.0,30.0,1.5,,9.0,4000.0,Individual/Guarantor  
2784,612.0,5.0,Yes,Yes,1.0,SKYLINE LOAN,1.0, Saccos  ,School Fees (Education)  ,70000.0,5.0,15.0,0.0,24.0,42000.0,Salary 
2785,612.0,7.0,Yes,Yes,1.0,SHOP LOAN,1.0, Merchant/Shop  ,Subsistence Needs  ,500.0,0.0,0.0,0.0,1.0,0.0,None 
2786,613.0,6.0,Yes,Yes,1.0,SACCO LOAN,2.0, Saccos  ,School Fees (Education)  ,100000.0,7.0,1.5,,12.0,50000.0,Individual/Guarantor  
2787,613.0,9.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Purchase of Motor Vehicles/Cycles  ,90000.0,4.0,2.0,,18.0,0.0,None 
2788,615.0,1.0,Yes,Yes,1.0,SHOP FOODSTUFFS,1.0, Merchant/Shop  ,Subsistence Needs  ,4000.0,0.0,0.0,0.0,1.0,230.0,None 
2789,615.0,5.0,Yes,Yes,1.0,KAGGWA SACCO,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,20000.0,5.0,1.0,0.0,3.0,22000.0,Shares  
2790,615.0,5.0,Yes,Yes,2.0,WAKENYA PAMOJA,2.0, Micro-Finance Inst  ,Business/Investment   ,50000.0,60.0,10.0,0.0,12.0,5000.0,Shares  
2791,615.0,6.0,Yes,Yes,1.0,OMARI LOAN,1.0, Relative/ Friend/Neighbour  ,Medical Expense   ,10000.0,0.0,20.0,0.0,2.0,0.0,Other  
2792,615.0,6.0,Yes,Yes,2.0,TERESAH FOODSTUFFS,1.0, Merchant/Shop  ,Subsistence Needs  ,6000.0,2.0,0.0,0.0,1.0,200.0,None 
2793,615.0,7.0,Yes,Yes,1.0,FOODSTUFFS SHOP,1.0, Merchant/Shop  ,Subsistence Needs  ,6000.0,0.0,0.0,0.0,1.0,2000.0,None 
2794,616.0,1.0,Yes,Yes,1.0,LOAN,1.0, Saccos  ,School Fees (Education)  ,59000.0,2.0,2.0,,12.0,24000.0,Shares  
2795,617.0,3.0,Yes,Yes,1.0,EDUCATION,1.0, Saccos  ,School Fees (Education)  ,300000.0,30.0,1.0,,36.0,300000.0,Shares  
2796,617.0,4.0,Yes,Yes,1.0,DEVELOPMENT,1.0, Saccos  ,Purchase/Construction of Dwelling  ,180000.0,14.0,1.0,,24.0,150000.0,Salary 
2797,617.0,5.0,Yes,Yes,1.0,INVESTMENT,2.0, Micro-Finance Inst  ,Business/Investment   ,60000.0,45.0,,20.0,12.0,30000.0,Shares  
2798,617.0,7.0,Yes,Yes,1.0,PERSONAL NEEDS,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,10000.0,30.0,15.0,,10.0,2000.0,Shares  
2799,617.0,8.0,Yes,Yes,1.0,EDUCATION,1.0, Saccos  ,School Fees (Education)  ,35000.0,2.0,,18.0,12.0,20000.0,Income 
2800,617.0,10.0,Yes,Yes,1.0,SCHOOL FEES,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,2000.0,1.0,10.0,,3.0,650.0,Livestock  
2801,618.0,2.0,Yes,Yes,1.0,BARCLAYS,1.0, Commercial Banks  ,Purchase of Agricultural Inputs  ,400000.0,7.0,,18.0,36.0,100000.0,Salary 
2802,618.0,2.0,Yes,Yes,2.0,TNT SACCO,1.0, Saccos  ,School Fees (Education)  ,200000.0,14.0,1.0,12.0,24.0,60000.0,Shares  
2803,618.0,8.0,Yes,Yes,1.0,EQUITY,1.0, Commercial Banks  ,School Fees (Education)  ,50000.0,7.0,,15.0,12.0,4000.0,Individual/Guarantor  
2804,618.0,8.0,Yes,Yes,2.0,EQUITY,2.0, Commercial Banks  ,School Fees (Education)  ,25000.0,7.0,,15.0,12.0,2500.0,Individual/Guarantor  
2805,619.0,3.0,Yes,Yes,1.0,BODA BODA GROUP,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,5000.0,7.0,30.0,,3.0,5000.0,Shares  
2806,619.0,3.0,Yes,Yes,2.0,PLOT 10 SHG,2.0, Self-Help Groups/Chamas  ,Medical Expense   ,2400.0,1.0,20.0,,1.0,0.0,Shares  
2807,619.0,5.0,Yes,Yes,1.0,SACCO LOAN,2.0, Saccos  ,School Fees (Education)  ,300000.0,7.0,26.0,0.0,24.0,150000.0,Shares  
2808,619.0,6.0,Yes,Yes,1.0,NAMWANG S.H.G,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,29000.0,7.0,10.0,,6.0,20000.0,Individual/Guarantor  
2809,620.0,1.0,Yes,Yes,1.0,HOMA BAY WOMEN SACCO,1.0, Saccos  ,Business/Investment   ,40000.0,10.0,10.0,0.0,4.0,0.0,Individual/Guarantor  
2810,620.0,2.0,Yes,Yes,1.0,CHANDRI W.G,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,8000.0,20.0,10.0,0.0,3.0,1000.0,Shares  
2811,620.0,4.0,Yes,Yes,1.0,ROPEDILE,2.0, Self-Help Groups/Chamas  ,Purchase of Livestock  ,2000.0,10.0,10.0,0.0,1.0,0.0,Shares  
2812,620.0,5.0,Yes,Yes,1.0,BODA BODA,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,20000.0,12.0,10.0,0.0,4.0,4000.0,Shares  
2813,620.0,5.0,Yes,Yes,2.0,MARY GO ROUND WG.,2.0, Self-Help Groups/Chamas  ,Business/Investment   ,5000.0,4.0,10.0,0.0,2.0,1500.0,Shares  
2814,620.0,9.0,Yes,Yes,1.0,STONE SHAPING GROUP,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,12000.0,14.0,10.0,0.0,3.0,4000.0,Livestock  
2815,620.0,9.0,Yes,Yes,2.0,JITEGEMEE W/G,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,4600.0,7.0,10.0,0.0,2.0,1600.0,Livestock  
2816,621.0,1.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,Business/Investment   ,600000.0,30.0,12.0,0.0,60.0,395558.0,Individual/Guarantor  
2817,621.0,2.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,Purchase of Land  ,300000.0,14.0,14.0,0.0,48.0,97250.0,Salary 
2818,621.0,2.0,Yes,Yes,2.0,CASH,3.0, Merchant/Shop  ,Subsistence Needs  ,200.0,1.0,0.0,0.0,1.0,200.0,None 
2819,621.0,4.0,Yes,Yes,1.0,TSC LOAN,2.0, Saccos  ,Subsistence Needs  ,250000.0,30.0,5.0,0.0,60.0,180000.0,Salary 
2820,621.0,7.0,Yes,Yes,1.0,CASH,1.0, Commercial Banks  ,Other  ,330000.0,11.0,17.0,0.0,36.0,400000.0,Salary 
2821,623.0,1.0,Yes,Yes,1.0,FOOD ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,5000.0,1.0,,,36.0,3000.0,None 
2822,624.0,6.0,Yes,Yes,1.0,FOOD ITEMS,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,8000.0,0.0,0.0,0.0,1.0,0.0,None 
2823,624.0,9.0,Yes,Yes,1.0,FOOD ITEMS,2.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,20000.0,0.0,0.0,0.0,1.0,2000.0,None 
2824,625.0,2.0,Yes,Yes,1.0,MONEY,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,2600.0,0.0,0.0,0.0,1.0,1700.0,None 
2825,625.0,5.0,Yes,Yes,1.0,MONEY,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,2000.0,1.0,0.0,0.0,1.0,0.0,None 
2826,627.0,3.0,Yes,Yes,1.0,SILC,1.0, Micro-Finance Inst  ,School Fees (Education)  ,6000.0,3.0,10.0,,1.0,0.0,Other  
2827,627.0,4.0,Yes,Yes,1.0,KENYA WOMEN,2.0, Micro-Finance Inst  ,Business/Investment   ,70000.0,21.0,,21.5,12.0,60000.0,Business Stock 
2828,627.0,5.0,Yes,Yes,1.0,SILC,2.0, Government Funds  ,Purchase of Agricultural Inputs  ,15000.0,7.0,10.0,,1.0,0.0,Other  
2829,627.0,7.0,Yes,Yes,1.0,KENYA WOMEN,2.0, Micro-Finance Inst  ,Other  ,100000.0,7.0,,24.0,12.0,60000.0,Other  
2830,628.0,1.0,Yes,Yes,1.0,GROUP LOAN,1.0, Mobile Phone Platform  ,Other  ,800.0,30.0,1.0,0.0,1.0,0.0,Shares  
2831,628.0,1.0,Yes,Yes,2.0,GROUP LOAN,2.0, Mobile Phone Platform  ,Other  ,200.0,30.0,1.0,0.0,1.0,0.0,Shares  
2832,628.0,5.0,Yes,Yes,1.0,MONEY,2.0, Self-Help Groups/Chamas  ,Purchase/Construction of Dwelling  ,20000.0,14.0,16.5,0.0,6.0,1870.0,Shares  
2833,628.0,8.0,Yes,Yes,1.0,MONEY,1.0, Money Lender(Shylock )  ,Other  ,2000.0,1.0,240.0,0.0,2.0,1200.0,Other  
2834,629.0,5.0,Yes,Yes,1.0,BANK LOAN,1.0, Government Funds  ,Business/Investment   ,50000.0,180.0,0.0,0.0,12.0,15000.0,None 
2835,629.0,5.0,Yes,Yes,2.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,30000.0,2.0,5.0,0.0,12.0,0.0,Shares  
2836,630.0,1.0,Yes,Yes,1.0,CASH,2.0, Relative/ Friend/Neighbour  ,Medical Expense   ,5000.0,1.0,0.0,0.0,3.0,0.0,None 
2837,630.0,2.0,Yes,Yes,1.0,CASH,1.0, Micro-Finance Inst  ,Subsistence Needs  ,5000.0,2.0,,20.0,8.0,3000.0,Household Goods 
2838,630.0,3.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,3000.0,0.0,0.0,0.0,4.0,1000.0,None 
2839,630.0,3.0,Yes,Yes,2.0,CASH,1.0, Money Lender(Shylock )  ,Other  ,1000.0,1.0,30.0,0.0,12.0,1000.0,Shares  
2840,630.0,4.0,Yes,Yes,1.0,CASH,1.0, Micro-Finance Inst  ,Ceremony/Wedding  ,3000.0,0.0,20.0,0.0,5.0,672.0,Shares  
2841,630.0,6.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,1000.0,0.0,20.0,0.0,1.0,1000.0,None 
2842,630.0,6.0,Yes,Yes,2.0,CASH,1.0, Merchant/Shop  ,Subsistence Needs  ,2500.0,1.0,0.0,0.0,4.0,1000.0,None 
2843,630.0,7.0,Yes,Yes,1.0,CASH,2.0, Merchant/Shop  ,School Fees (Education)  ,5000.0,1.0,20.0,0.0,2.0,0.0,None 
2844,630.0,8.0,Yes,Yes,1.0,CASH,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,10000.0,1.0,20.0,0.0,12.0,10000.0,Shares  
2845,630.0,8.0,Yes,Yes,2.0,CASH,1.0, Micro-Finance Inst  ,Purchase of Livestock  ,20000.0,30.0,0.0,21.0,14.0,16880.0,Livestock  
2846,630.0,9.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,Ceremony/Wedding  ,1500.0,1.0,0.0,,3.0,0.0,None 
2847,630.0,10.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,Purchase of Agricultural Inputs  ,400.0,0.0,0.0,,1.0,0.0,None 
2848,631.0,4.0,Yes,Yes,1.0,LOAN,2.0, Micro-Finance Inst  ,Purchase of Motor Vehicles/Cycles  ,20000.0,48.0,0.0,0.5,12.0,0.0,
2849,631.0,5.0,Yes,Yes,1.0,ACRE FUND,1.0, Ngo  ,Purchase of Agricultural Machinery  ,15000.0,90.0,,19.0,12.0,15000.0,None 
2850,631.0,8.0,Yes,Yes,1.0,LOAN,2.0, Micro-Finance Inst  ,Business/Investment   ,20000.0,90.0,,0.6,12.0,0.0,Shares  
2851,631.0,9.0,Yes,Yes,1.0,LOAN,2.0, Micro-Finance Inst  ,Purchase of Land  ,120000.0,90.0,,20.0,12.0,25000.0,Shares  
2852,633.0,6.0,Yes,Yes,1.0,KWFT,2.0, Micro-Finance Inst  ,Business/Investment   ,10000.0,7.0,1.0,12.0,12.0,0.0,Salary 
2853,633.0,6.0,Yes,Yes,2.0,B/S LOAN,1.0, Other  ,Purchase of Livestock  ,20000.0,1.0,0.0,0.0,12.0,10000.0,Individual/Guarantor  
2854,634.0,2.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,Business/Investment   ,20000.0,30.0,10.0,0.0,9.0,0.0,Shares  
2855,634.0,4.0,Yes,Yes,1.0,SELF HELP LOAN,1.0, Self-Help Groups/Chamas  ,Purchase of Livestock  ,5000.0,0.0,10.0,0.0,4.0,3000.0,Individual/Guarantor  
2856,635.0,3.0,Yes,Yes,1.0,BUSINESS LOAN,1.0, Commercial Banks  ,Business/Investment   ,200000.0,7.0,,17.0,24.0,150000.0,Salary 
2857,636.0,5.0,Yes,Yes,1.0,LOAN,1.0, Saccos  ,Business/Investment   ,140000.0,30.0,1.0,0.0,48.0,124000.0,Shares  
2858,636.0,7.0,Yes,Yes,1.0,M SHWARI,1.0, Mobile Phone Platform  ,Subsistence Needs  ,7500.0,0.0,6.7,,1.0,7500.0,Shares  
2859,637.0,2.0,Yes,Yes,1.0,MSHWARI,1.0, Mobile Phone Platform  ,Subsistence Needs  ,800.0,0.0,7.5,0.0,1.0,800.0,Shares  
2860,637.0,2.0,Yes,Yes,2.0,HELB,1.0, Government Funds  ,School Fees (Education)  ,37000.0,60.0,0.0,4.0,12.0,38480.0,Individual/Guarantor  
2861,637.0,5.0,Yes,Yes,1.0,HELB,1.0, Government Funds  ,School Fees (Education)  ,32000.0,30.0,0.0,4.0,12.0,32000.0,Individual/Guarantor  
2862,637.0,5.0,Yes,Yes,2.0,MSHWARI,1.0, Mobile Phone Platform  ,Subsistence Needs  ,2000.0,30.0,5.0,0.0,1.0,0.0,Shares  
2863,637.0,7.0,Yes,Yes,1.0,CHAMA,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,1000.0,0.0,10.0,0.0,1.0,0.0,None 
2864,637.0,8.0,Yes,Yes,1.0,CHAMA(SHG),2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,10000.0,0.0,1.0,,3.0,0.0,Shares  
2865,637.0,10.0,Yes,Yes,1.0,MBEU,1.0, Saccos  ,Purchase/Construction of Dwelling  ,150000.0,30.0,10.0,,24.0,60000.0,None 
2866,638.0,5.0,Yes,Yes,1.0,BUSINESS/INVESTMENT,2.0, Saccos  ,Business/Investment   ,140000.0,2.0,1.3,12.0,36.0,400000.0,
2867,638.0,6.0,Yes,Yes,1.0,LOAN,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,2000.0,1.0,10.0,,1.0,2000.0,Shares  
2868,639.0,5.0,Yes,Yes,1.0,CASH LOAN,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,500.0,0.0,0.1,,1.0,550.0,Livestock  
2869,640.0,1.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Purchase of Livestock  ,20000.0,2.0,0.0,10.0,18.0,15000.0,Individual/Guarantor  
2870,640.0,6.0,Yes,Yes,1.0,HELB LOAN,2.0, Government Funds  ,School Fees (Education)  ,50000.0,30.0,,4.0,60.0,50000.0,Individual/Guarantor  
2871,640.0,8.0,Yes,Yes,1.0,WOMEN GROUP LOAN,1.0, Self-Help Groups/Chamas  ,Purchase of Agricultural Inputs  ,50000.0,30.0,0.0,10.0,36.0,45000.0,Individual/Guarantor  
2872,640.0,10.0,Yes,Yes,1.0,MSHWARI LOAN,1.0, Mobile Phone Platform  ,Subsistence Needs  ,1500.0,1.0,0.0,7.5,1.0,1613.0,None 
2873,640.0,10.0,Yes,Yes,2.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,3000.0,7.0,0.0,12.0,6.0,3000.0,Individual/Guarantor  
2874,641.0,2.0,Yes,Yes,1.0,CASH 15000,1.0, Merchant/Shop  ,Subsistence Needs  ,15000.0,1.0,0.0,0.0,3.0,15000.0,None 
2875,641.0,3.0,Yes,Yes,1.0,CASH 3000,1.0, Merchant/Shop  ,Subsistence Needs  ,3000.0,1.0,0.0,0.0,2.0,3000.0,None 
2876,641.0,5.0,Yes,Yes,1.0,10000,1.0, Merchant/Shop  ,Subsistence Needs  ,10000.0,1.0,0.0,0.0,2.0,10000.0,None 
2877,641.0,7.0,Yes,Yes,1.0,30KG SUGAR,1.0, Merchant/Shop  ,Subsistence Needs  ,3000.0,1.0,0.0,0.0,1.0,3000.0,None 
2878,641.0,7.0,Yes,Yes,2.0,1/2 SACK,1.0, Merchant/Shop  ,Subsistence Needs  ,1800.0,1.0,0.0,0.0,1.0,1800.0,None 
2879,642.0,2.0,Yes,Yes,1.0,INDIVIDUAL LOAN,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,5000.0,2.0,0.0,,2.0,2000.0,None 
2880,642.0,5.0,Yes,Yes,1.0,INDIVIDUAL LOAN,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,2000.0,2.0,0.0,,1.0,0.0,None 
2881,643.0,2.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,School Fees (Education)  ,90000.0,3.0,,10.0,12.0,10000.0,None 
2882,644.0,1.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,5000.0,0.0,0.0,30.0,12.0,500.0,None 
2883,644.0,2.0,Yes,Yes,1.0,GOODS,2.0, Merchant/Shop  ,Subsistence Needs  ,500.0,0.0,0.0,0.0,0.0,200.0,None 
2884,644.0,3.0,Yes,Yes,1.0,CASH,2.0, Micro-Finance Inst  ,School Fees (Education)  ,20000.0,7.0,2.0,0.0,12.0,16000.0,Individual/Guarantor  
2885,644.0,4.0,Yes,Yes,1.0,CASH,3.0, Government Funds  ,School Fees (Education)  ,35000.0,60.0,0.0,12.0,0.0,35000.0,None 
2886,644.0,8.0,Yes,Yes,1.0,GOODS,2.0, Merchant/Shop  ,Subsistence Needs  ,300.0,0.0,0.0,0.0,0.0,120.0,None 
2887,644.0,9.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,2000.0,3.0,0.0,0.0,0.0,800.0,None 
2888,645.0,1.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,Subsistence Needs  ,5000.0,1.0,1.6,18.0,6.0,2400.0,Shares  
2889,645.0,4.0,Yes,Yes,1.0,EQUITY BANK LOAN,1.0, Commercial Banks  ,School Fees (Education)  ,50000.0,1.0,1.6,18.0,12.0,20000.0,Shares  
2890,645.0,7.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,Business/Investment   ,300000.0,20.0,0.0,18.9,24.0,280000.0,Shares  
2891,645.0,10.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,School Fees (Education)  ,20000.0,1.0,1.6,18.0,12.0,5000.0,Shares  
2892,646.0,4.0,Yes,Yes,1.0,DAK ACHANA W.G,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,10000.0,7.0,10.0,0.0,3.0,0.0,Individual/Guarantor  
2893,646.0,6.0,Yes,Yes,1.0,KATENGA S H GROUP,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,5000.0,5.0,10.0,0.0,3.0,1000.0,Shares  
2894,646.0,6.0,Yes,Yes,2.0,SAFARICOM MSWARI,4.0, Mobile Phone Platform  ,Business/Investment   ,3000.0,1.0,8.0,0.0,1.0,0.0,None 
2895,646.0,6.0,Yes,Yes,3.0,KATENGA S H GROUP,5.0, Self-Help Groups/Chamas  ,Business/Investment   ,3000.0,5.0,10.0,0.0,3.0,1000.0,Shares  
2896,646.0,9.0,Yes,Yes,1.0,KATENGA S.H.W.GROUP,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,8000.0,5.0,10.0,0.0,3.0,0.0,Shares  
2897,647.0,1.0,Yes,No,,,,,,,,,,,,
2898,647.0,4.0,Yes,Yes,1.0,INDIVIDUAL LOAN,2.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,8000.0,1.0,0.0,0.0,4.0,8000.0,None 
2899,647.0,5.0,Yes,Yes,1.0,MICRO FINANCE LOAN,2.0, Micro-Finance Inst  ,Business/Investment   ,20000.0,60.0,0.0,0.0,12.0,8000.0,Household Goods 
2900,647.0,6.0,Yes,Yes,1.0,BANK LOAN,2.0, Commercial Banks  ,Business/Investment   ,85000.0,14.0,0.0,16.0,24.0,50000.0,Salary 
2901,647.0,9.0,Yes,Yes,1.0,SELF HELP GROUP LOAN,1.0, Self-Help Groups/Chamas  ,Purchase/Construction of Dwelling  ,50000.0,60.0,0.0,0.0,6.0,0.0,None 
2902,648.0,2.0,Yes,Yes,1.0,SACCO LOAN,1.0, Micro-Finance Inst  ,School Fees (Education)  ,12000.0,1.0,30.0,0.0,12.0,12000.0,Shares  
2903,648.0,4.0,Yes,Yes,1.0,RELATIVE,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,20000.0,1.0,0.0,0.0,48.0,20000.0,None 
2904,648.0,8.0,Yes,Yes,1.0,MICRO FINANCE,2.0, Micro-Finance Inst  ,School Fees (Education)  ,41000.0,2.0,15.0,0.0,12.0,20000.0,Livestock  
2905,648.0,10.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,2000.0,1.0,10.0,0.0,2.0,2000.0,None 
2906,649.0,7.0,Yes,Yes,1.0,KENYA WOMEN . MICRO,2.0, Micro-Finance Inst  ,Purchase of Agricultural Inputs  ,80000.0,30.0,2.5,,,80000.0,Individual/Guarantor  
2907,651.0,5.0,Yes,Yes,1.0,FRIEND LOAN,1.0, Relative/ Friend/Neighbour  ,Business/Investment   ,10000.0,0.0,21.0,0.0,1.0,0.0,Other  
2908,651.0,6.0,Yes,Yes,1.0,FAULU LOAN,1.0, Commercial Banks  ,Business/Investment   ,80000.0,21.0,0.0,12.0,12.0,10000.0,Business Stock 
2909,651.0,6.0,Yes,Yes,2.0,KWFT,2.0, Micro-Finance Inst  ,Business/Investment   ,40000.0,21.0,0.0,10.0,12.0,20000.0,Household Goods 
2910,651.0,7.0,Yes,Yes,1.0,M-SHWARI,1.0, Mobile Phone Platform  ,Other  ,400.0,1.0,7.5,,1.0,200.0,None 
2911,651.0,8.0,Yes,Yes,1.0,KENYA WOMEN,1.0, Micro-Finance Inst  ,School Fees (Education)  ,75000.0,60.0,0.0,24.8,12.0,67200.0,Shares  
2912,652.0,2.0,Yes,Yes,1.0,BANK LOAN,2.0, Commercial Banks  ,Medical Expense   ,40000.0,14.0,1.9,23.0,12.0,20000.0,Salary 
2913,652.0,4.0,Yes,Yes,1.0,DOREP CREDITORS,2.0, Micro-Finance Inst  ,Medical Expense   ,20000.0,1.0,10.0,,20.0,18000.0,Household Goods 
2914,652.0,5.0,Yes,Yes,1.0,GROUP LOAN,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,4000.0,1.0,20.0,0.0,1.0,0.0,Household Goods 
2915,652.0,5.0,Yes,Yes,2.0,GROUP LOAN,2.0, Self-Help Groups/Chamas  ,Other  ,2300.0,1.0,10.0,0.0,1.0,0.0,Household Goods 
2916,652.0,7.0,Yes,Yes,1.0,CREDIT FROM FRIENDS,1.0, Relative/ Friend/Neighbour  ,Purchase of Agricultural Inputs  ,800.0,1.0,0.0,0.0,1.0,800.0,None 
2917,652.0,10.0,Yes,Yes,1.0,SHOP CREDIT,1.0, Merchant/Shop  ,Subsistence Needs  ,1200.0,1.0,0.0,0.0,1.0,200.0,None 
2918,653.0,5.0,Yes,Yes,1.0,SCHOOL FEES LOAN,2.0, Micro-Finance Inst  ,School Fees (Education)  ,20000.0,30.0,,20.0,12.0,5000.0,Household Goods 
2919,653.0,7.0,Yes,Yes,1.0,BIASHARA LOAN,1.0, Micro-Finance Inst  ,Business/Investment   ,50000.0,30.0,,20.0,12.0,0.0,Household Goods 
2920,653.0,8.0,Yes,Yes,1.0,BIASHARA LOAN,1.0, Micro-Finance Inst  ,Business/Investment   ,20000.0,30.0,,22.0,12.0,14200.0,Household Goods 
